@relation 'DatasetClientesVM2014-2019 -V4\%'

@attribute id numeric
@attribute rendaMediaNormalizada numeric
@attribute ugb_id numeric
@attribute rendaTipo numeric
@attribute estadoCivil numeric
@attribute origem numeric
@attribute escolaridade numeric
@attribute tipoCliente numeric
@attribute cidade_id numeric
@attribute Idade string
@attribute Aprovado numeric
@attribute rendaMedia numeric

@data
2321,0.1846,2,1,2,1,5,1,0,32,1,2000
2424,0.1303,2,1,2,1,5,1,0,32,1,1500
2479,0.114,2,1,1,1,5,1,0,32,0,1350
2554,0.1707,2,1,1,1,5,1,0,32,1,1872
2610,0.143,2,3,1,1,5,1,0,32,1,1617
2675,0.1412,2,3,1,1,5,1,0,32,0,1600
3139,0.1374,2,3,1,1,5,1,0,32,1,1565
4263,0.1205,2,3,1,1,5,1,0,32,0,1410
5184,0.1395,2,3,1,1,5,1,0,32,1,1585
5783,0.1629,6,2,1,1,5,1,0,32,1,1800
6035,0.1303,3,2,1,1,5,1,0,32,1,1500
6072,0.2194,6,1,2,1,5,1,0,32,1,2321
6293,0.1151,3,1,1,1,5,1,0,32,1,1360
6454,0.1623,2,3,1,1,5,1,0,32,1,1795
6913,0.1752,3,1,1,1,5,1,0,32,0,1914
7316,0.2172,3,2,1,1,5,1,0,32,0,2300
7329,0.1607,6,1,2,1,5,1,0,32,1,1780
7447,0.1629,2,3,1,1,5,1,0,32,0,1800
7586,0.0951,2,1,2,1,5,1,0,32,1,1176
8123,0.1334,2,1,2,1,5,1,0,32,0,1529
8131,0.2431,6,1,3,1,5,1,0,32,0,2539
8156,0.1629,3,2,1,1,5,1,0,32,0,1800
8203,0.1412,2,2,3,1,5,1,0,32,1,1600
8281,0.1425,2,1,2,1,5,1,0,32,1,1612
8683,0.1792,2,0,0,1,5,1,0,32,0,1950
8792,0.0761,2,2,2,1,5,1,0,32,0,1001
8854,0.1629,2,3,2,1,5,1,0,32,0,1800
8915,0.1303,3,2,1,1,5,1,0,32,0,1500
8934,0.1737,6,1,3,1,5,1,0,32,1,1900
9022,0.152,3,2,2,1,5,1,0,32,1,1700
9162,0.1709,2,1,3,1,5,1,0,32,1,1874
9197,0.152,6,3,2,1,5,1,0,32,1,1700
9250,0.1303,4,1,3,1,5,1,0,32,0,1500
9295,0.1403,2,3,1,1,5,1,0,32,1,1592
9419,0.1629,2,2,7,1,5,1,0,32,0,1800
9422,0.1243,4,1,1,1,5,1,0,32,1,1445
9512,0.1303,6,1,2,1,5,1,0,32,1,1500
9988,0.1303,6,3,1,1,5,1,0,32,1,1500
10123,0.1357,2,2,7,1,5,1,0,32,0,1550
10219,0.1412,2,3,2,1,5,1,0,32,0,1600
10313,0.1412,4,1,7,1,5,1,0,32,0,1600
10356,0.1846,4,1,7,1,5,1,0,32,1,2000
10789,0.1194,3,2,7,1,5,1,0,32,0,1400
10927,0.1179,4,1,7,1,5,1,0,32,1,1386
11083,0.1194,4,1,3,1,5,1,0,32,1,1400
11096,0.11,2,1,1,1,5,1,0,32,1,1313
11103,0.1412,2,2,2,1,5,1,0,32,0,1600
11122,0.1412,4,2,1,1,5,1,0,32,1,1600
11160,0.114,4,1,1,1,5,1,0,32,1,1350
11189,0.1379,4,3,7,1,5,1,0,32,1,1570
11298,0.0992,4,1,1,1,5,1,0,32,1,1214
11324,0.1835,2,1,2,2,5,1,0,32,0,1990
11437,0.1405,2,3,2,1,5,1,0,32,1,1594
12414,0.1412,6,1,1,1,5,1,0,32,1,1600
12970,0.1328,4,3,7,2,5,1,0,32,1,1523
13437,0.1412,2,3,2,1,5,1,0,32,0,1600
13534,0.152,6,2,3,1,5,1,0,32,1,1700
13758,0.1629,6,2,3,2,5,1,0,32,0,1800
13814,0.1186,4,1,2,2,5,1,0,32,1,1392
14241,0.1945,4,1,7,2,5,1,0,32,1,2091
14361,0.1511,4,1,1,1,5,1,0,32,1,1692
14392,0.1616,2,3,2,2,5,1,0,32,1,1788
99,0.1498,3,3,2,1,6,1,0,32,0,1680
2440,0.1846,2,1,2,1,6,1,0,32,0,2000
2545,0.1385,2,3,1,1,6,1,0,32,1,1576
2720,0.143,2,3,1,1,6,1,0,32,1,1617
7963,0.1629,2,2,1,1,6,1,0,32,1,1800
9366,0.1846,3,2,3,1,6,1,0,32,0,2000
10328,0.1369,6,1,7,1,6,1,0,32,1,1561
11001,0.152,3,1,7,1,6,1,0,32,0,1700
11319,0.1629,6,1,7,1,6,1,0,32,1,1800
12291,0.1466,4,3,1,1,6,1,0,32,1,1650
2196,0.1339,2,3,1,1,7,1,0,32,0,1533
2700,0.1303,2,1,1,1,7,1,0,32,1,1500
4186,0.1385,2,1,1,1,7,1,0,32,0,1576
4387,0.1412,2,3,1,1,7,1,0,32,0,1600
5259,0.1412,2,3,1,1,7,1,0,32,0,1600
5746,0.1585,2,3,1,1,7,1,0,32,1,1760
6608,0.1303,6,1,1,1,7,1,0,32,1,1500
8611,0.1281,6,1,1,1,7,1,0,32,1,1480
8983,0.1618,6,1,2,1,7,1,0,32,1,1790
9492,0.152,6,3,1,1,7,1,0,32,1,1700
9755,0.1709,4,1,7,1,7,1,0,32,1,1874
10553,0.152,4,2,1,1,7,1,0,32,1,1700
10823,0.1709,4,1,1,1,7,1,0,32,0,1874
11022,0.2375,6,1,7,1,7,1,0,32,1,2487
12235,0.1578,6,1,1,1,7,1,0,32,1,1753
14216,0.1629,2,2,1,2,7,1,0,32,1,1800
2473,0.1167,3,1,1,1,2,2,0,32,1,1375
6184,0.1295,3,3,1,1,2,2,0,32,1,1493
9043,0.1701,4,1,1,1,2,2,0,32,1,1867
6605,0.1328,2,1,1,1,5,2,0,32,1,1523
11186,0.189,4,1,7,1,5,2,0,32,1,2041
4210,0.2031,6,1,2,1,6,2,0,32,1,2171
2518,0.1303,3,1,1,1,6,3,0,32,1,1500
12734,0.076,2,1,1,2,2,1,174,32,0,1000
13600,0.1303,2,2,1,2,2,1,174,32,0,1500
14155,0.0109,2,2,1,2,2,1,174,32,0,400
13202,0.1305,2,1,2,2,3,1,174,32,0,1502
13345,0.1403,2,3,7,2,3,1,174,32,1,1592
12965,0.1412,2,1,2,2,4,1,174,32,0,1600
13311,0.1412,2,2,7,2,4,1,174,32,1,1600
9986,0.076,2,1,2,2,5,1,174,32,0,1000
11635,0.228,2,1,2,2,5,1,174,32,0,2400
12185,0.0857,2,1,1,2,5,1,174,32,0,1089
12490,0.1303,2,2,2,2,5,1,174,32,0,1500
8119,0.1909,2,1,2,2,6,1,174,32,0,2058
8223,0.1846,2,2,1,2,6,1,174,32,0,2000
12723,0.1303,2,2,2,2,6,1,174,32,0,1500
2686,0.1292,2,3,1,2,7,1,174,32,1,1490
10150,0.0805,2,1,2,2,7,1,174,32,0,1041
9609,0.1846,4,1,2,2,5,1,339,32,0,2000
14267,0.076,2,2,4,2,0,1,635,32,0,1000
7915,0.1629,3,3,1,2,3,1,1194,32,1,1800
4956,0.081,4,1,1,2,5,1,1467,32,1,1046
7469,0.0575,4,1,1,2,6,1,1472,32,0,830
7388,0.1086,6,3,1,2,5,1,1477,32,0,1300
14442,0.0869,2,1,1,2,3,1,1482,32,0,1100
4788,0.1585,4,1,1,2,5,1,1484,32,1,1760
12076,0.1629,3,2,2,2,3,1,1491,32,0,1800
5977,0.1737,3,3,1,2,5,1,1491,32,0,1900
7348,0.1303,3,2,1,2,6,1,1491,32,1,1500
13277,0.2392,3,1,1,2,7,1,1491,32,0,2503
2383,0.0939,6,1,2,2,6,1,1504,32,1,1165
557,0.1412,4,1,1,2,2,1,1508,32,0,1600
1022,0.1303,4,2,1,2,2,1,1508,32,1,1500
4127,0.076,4,1,1,2,2,1,1508,32,1,1000
4712,0.1313,4,3,1,2,2,1,1508,32,1,1509
4755,0.1412,4,1,1,2,2,1,1508,32,0,1600
4904,0.152,4,2,1,2,2,1,1508,32,1,1700
5377,0.1629,4,3,1,2,2,1,1508,32,0,1800
6011,0.076,4,1,1,2,2,1,1508,32,0,1000
6229,0.0731,4,1,1,2,2,1,1508,32,0,973
6671,0.1846,4,3,1,2,2,1,1508,32,0,2000
6763,0.1629,4,2,7,2,2,1,1508,32,0,1800
7318,0.1954,4,1,1,2,2,1,1508,32,1,2100
7515,0.1629,4,1,1,2,2,1,1508,32,1,1800
8109,0.1303,4,2,1,2,2,1,1508,32,0,1500
8290,0.1336,4,1,1,2,2,1,1508,32,1,1530
8658,0.0773,4,1,6,2,2,1,1508,32,1,1012
9168,0.1846,4,2,1,2,2,1,1508,32,1,2000
9593,0.1078,4,1,7,2,2,1,1508,32,1,1293
9664,0.1117,4,1,1,2,2,1,1508,32,1,1329
10676,0.1194,4,2,2,2,2,1,1508,32,1,1400
10886,0.1543,4,1,1,2,2,1,1508,32,1,1721
12786,0.1638,4,1,2,2,2,1,1508,32,1,1809
12799,0.1013,4,1,7,2,2,1,1508,32,1,1233
12827,0.1131,4,1,1,2,2,1,1508,32,1,1342
13368,0.076,4,2,2,2,2,1,1508,32,0,1000
13531,0.076,4,1,2,2,2,1,1508,32,0,1000
13848,0.1629,4,2,1,2,2,1,1508,32,1,1800
3368,0.1846,4,1,1,2,3,1,1508,32,1,2000
3771,0.1629,4,2,1,2,3,1,1508,32,1,1800
3894,0.0662,4,1,2,2,3,1,1508,32,1,910
3910,0.098,4,1,2,2,3,1,1508,32,1,1203
5064,0.0977,4,1,1,2,3,1,1508,32,1,1200
5538,0.1194,4,1,2,2,3,1,1508,32,1,1400
6064,0.1737,4,3,1,2,3,1,1508,32,1,1900
6612,0.0651,4,1,1,2,3,1,1508,32,0,900
7284,0.1846,4,2,1,2,3,1,1508,32,1,2000
7484,0.1629,4,1,1,2,3,1,1508,32,0,1800
8352,0.1194,4,1,1,2,3,1,1508,32,0,1400
9239,0.076,4,1,1,2,3,1,1508,32,0,1000
9318,0.1737,4,2,1,2,3,1,1508,32,0,1900
11651,0.1412,4,2,1,2,3,1,1508,32,0,1600
12717,0.2932,4,2,1,2,3,1,1508,32,0,3000
12916,0.1412,4,3,1,2,3,1,1508,32,1,1600
14312,0.1629,4,2,7,2,3,1,1508,32,1,1800
1030,0.1878,4,3,1,2,4,1,1508,32,0,2030
1460,0.1283,4,3,6,2,4,1,1508,32,1,1482
3194,0.0662,4,1,1,2,4,1,1508,32,1,910
3236,0.1303,4,3,1,2,4,1,1508,32,1,1500
3300,0.0977,4,1,2,2,4,1,1508,32,1,1200
3364,0.1303,4,2,2,2,4,1,1508,32,0,1500
3756,0.1629,4,2,2,2,4,1,1508,32,1,1800
4706,0.076,4,2,2,2,4,1,1508,32,0,1000
5976,0.1737,4,1,1,2,4,1,1508,32,1,1900
7004,0.1194,4,2,1,2,4,1,1508,32,1,1400
8065,0.1429,4,1,1,2,4,1,1508,32,1,1616
8293,0.1303,4,2,3,2,4,1,1508,32,1,1500
10491,0.1303,4,3,1,2,4,1,1508,32,1,1500
12430,0.117,4,1,2,2,4,1,1508,32,1,1378
13173,0.1885,4,1,2,2,4,1,1508,32,1,2036
13494,0.0869,4,3,2,2,4,1,1508,32,1,1100
429,0.1031,4,1,2,2,5,1,1508,32,0,1250
946,0.0869,4,1,1,2,5,1,1508,32,1,1100
958,0.1317,4,3,2,2,5,1,1508,32,1,1513
959,0.1251,4,1,1,2,5,1,1508,32,0,1452
1051,0.1194,4,3,1,2,5,1,1508,32,0,1400
1160,0.152,4,1,2,2,5,1,1508,32,1,1700
1229,0.1629,4,1,3,2,5,1,1508,32,0,1800
1296,0.1303,4,3,2,2,5,1,1508,32,1,1500
1403,0.0977,4,3,1,2,5,1,1508,32,1,1200
1407,0.146,4,3,2,2,5,1,1508,32,1,1645
1528,0.1846,4,2,2,2,5,1,1508,32,0,2000
1540,0.076,4,3,1,2,5,1,1508,32,0,1000
1648,0.1629,4,3,1,2,5,1,1508,32,0,1800
1657,0.1683,4,3,2,2,5,1,1508,32,1,1850
1704,0.1412,4,3,1,2,5,1,1508,32,1,1600
1715,0.076,4,1,1,2,5,1,1508,32,1,1000
1752,0.0521,4,1,1,2,5,1,1508,32,0,780
1987,0.1303,4,3,1,2,5,1,1508,32,0,1500
2021,0.0977,4,1,1,2,5,1,1508,32,1,1200
3208,0.1303,4,2,1,2,5,1,1508,32,1,1500
3319,0.1064,4,1,1,2,5,1,1508,32,0,1280
3366,0.1861,4,1,2,2,5,1,1508,32,1,2014
3443,0.152,4,2,2,2,5,1,1508,32,1,1700
3454,0.1629,4,2,2,2,5,1,1508,32,1,1800
3523,0.1194,4,1,2,2,5,1,1508,32,1,1400
3562,0.1412,4,1,2,2,5,1,1508,32,1,1600
3573,0.0977,4,1,1,2,5,1,1508,32,1,1200
3574,0.1412,4,3,1,2,5,1,1508,32,1,1600
3595,0.1412,4,3,1,2,5,1,1508,32,1,1600
3743,0.1846,4,1,1,2,5,1,1508,32,1,2000
4158,0.152,4,3,1,2,5,1,1508,32,1,1700
4665,0.0543,4,1,1,2,5,1,1508,32,0,800
4681,0.1846,4,1,2,2,5,1,1508,32,1,2000
4727,0.1846,4,1,1,2,5,1,1508,32,1,2000
4891,0.1574,4,3,1,2,5,1,1508,32,1,1750
4977,0.1152,4,1,2,2,5,1,1508,32,1,1361
5063,0.049,4,1,2,2,5,1,1508,32,0,751
5102,0.0977,4,1,2,2,5,1,1508,32,1,1200
5178,0.1134,4,1,2,2,5,1,1508,32,0,1344
5225,0.1303,4,2,1,2,5,1,1508,32,0,1500
5331,0.1047,4,1,1,2,5,1,1508,32,0,1264
5422,0.152,4,3,1,2,5,1,1508,32,1,1700
5503,0.0713,4,1,1,2,5,1,1508,32,1,957
5541,0.076,4,2,2,2,5,1,1508,32,1,1000
5594,0.0977,4,1,1,2,5,1,1508,32,1,1200
5796,0.1086,4,1,1,2,5,1,1508,32,1,1300
5894,0.228,4,2,1,2,5,1,1508,32,0,2400
5934,0.1629,4,1,2,2,5,1,1508,32,1,1800
5963,0.0977,4,1,2,2,5,1,1508,32,1,1200
6070,0.108,4,1,1,2,5,1,1508,32,1,1295
6176,0.1194,4,1,2,2,5,1,1508,32,0,1400
6244,0.1412,4,2,1,2,5,1,1508,32,0,1600
6373,0.1629,4,1,1,2,5,1,1508,32,0,1800
6478,0.1846,4,1,1,2,5,1,1508,32,0,2000
6535,0.1412,4,1,2,2,5,1,1508,32,1,1600
6615,0.0651,4,3,1,2,5,1,1508,32,0,900
6629,0.152,4,1,1,2,5,1,1508,32,0,1700
6705,0.076,4,2,2,2,5,1,1508,32,0,1000
6735,0.152,4,1,2,2,5,1,1508,32,1,1700
6779,0.1579,4,1,2,2,5,1,1508,32,1,1754
6882,0.1194,4,1,2,2,5,1,1508,32,1,1400
6988,0.1162,4,1,1,2,5,1,1508,32,0,1370
7068,0.174,4,1,1,2,5,1,1508,32,1,1903
7106,0.0977,4,1,1,2,5,1,1508,32,1,1200
7111,0.104,4,1,1,2,5,1,1508,32,0,1258
7211,0.1303,4,2,1,2,5,1,1508,32,0,1500
7325,0.0692,4,1,1,2,5,1,1508,32,0,937
7479,0.2726,4,1,2,2,5,1,1508,32,1,2811
7576,0.1846,4,1,2,2,5,1,1508,32,0,2000
7580,0.1737,4,1,1,2,5,1,1508,32,1,1900
7588,0.1629,4,1,1,2,5,1,1508,32,1,1800
7813,0.0977,4,1,1,2,5,1,1508,32,1,1200
7861,0.1194,4,1,2,2,5,1,1508,32,1,1400
7948,0.1629,4,2,1,2,5,1,1508,32,1,1800
8139,0.076,4,1,2,2,5,1,1508,32,0,1000
8283,0.0692,4,2,2,2,5,1,1508,32,0,937
8371,0.1009,4,1,1,2,5,1,1508,32,0,1229
8416,0.1041,4,1,1,2,5,1,1508,32,1,1259
8581,0.0869,4,1,1,2,5,1,1508,32,0,1100
9145,0.152,4,1,1,2,5,1,1508,32,0,1700
9237,0.1219,4,1,1,2,5,1,1508,32,0,1423
9413,0.1688,4,3,3,2,5,1,1508,32,1,1855
9550,0.076,4,2,1,2,5,1,1508,32,0,1000
9860,0.1331,4,1,1,2,5,1,1508,32,1,1526
10096,0.119,4,1,1,2,5,1,1508,32,1,1396
10166,0.3022,4,1,1,2,5,1,1508,32,0,3083
10590,0.228,4,0,2,2,5,1,1508,32,0,2400
11329,0.076,4,2,4,2,5,1,1508,32,0,1000
11648,0.1629,4,1,1,2,5,1,1508,32,1,1800
11714,0.1698,4,1,2,1,5,1,1508,32,1,1864
11842,0.1303,4,1,1,2,5,1,1508,32,0,1500
11922,0.1631,4,3,4,2,5,1,1508,32,0,1802
13176,0.1249,4,1,1,2,5,1,1508,32,0,1450
13428,0.1619,4,1,2,2,5,1,1508,32,1,1791
13451,0.1354,4,1,7,2,5,1,1508,32,1,1547
13482,0.1666,4,1,3,2,5,1,1508,32,0,1834
13752,0.1426,4,3,1,2,5,1,1508,32,0,1613
13976,0.1125,4,1,2,2,5,1,1508,32,1,1336
13990,0.2125,4,1,3,2,5,1,1508,32,1,2257
14139,0.1303,4,1,1,2,5,1,1508,32,1,1500
14331,0.1629,4,2,2,2,5,1,1508,32,1,1800
515,0.1303,4,1,2,2,6,1,1508,32,1,1500
900,0.1412,4,3,1,2,6,1,1508,32,1,1600
1769,0.1303,4,2,1,2,6,1,1508,32,1,1500
3509,0.1215,4,1,2,2,6,1,1508,32,1,1419
3654,0.1629,4,2,1,2,6,1,1508,32,0,1800
3800,0.0621,4,1,1,2,6,1,1508,32,1,872
3847,0.0861,4,1,1,2,6,1,1508,32,1,1093
4615,0.152,4,3,2,2,6,1,1508,32,0,1700
4817,0.1303,4,3,1,2,6,1,1508,32,1,1500
5032,0.1412,4,1,3,2,6,1,1508,32,0,1600
5650,0.0713,4,1,2,2,6,1,1508,32,1,957
5904,0.0977,4,1,1,2,6,1,1508,32,1,1200
6153,0.063,4,2,1,2,6,1,1508,32,1,880
6259,0.1574,4,2,2,2,6,1,1508,32,1,1750
6645,0.2063,4,1,1,2,6,1,1508,32,0,2200
7143,0.1585,4,1,2,2,6,1,1508,32,0,1760
7226,0.1737,4,1,1,2,6,1,1508,32,1,1900
7227,0.1429,4,1,1,2,6,1,1508,32,0,1616
7345,0.1303,4,1,1,2,6,1,1508,32,0,1500
8218,0.0709,4,1,2,2,6,1,1508,32,0,953
8539,0.1846,4,2,1,2,6,1,1508,32,0,2000
10755,0.1412,4,1,2,2,6,1,1508,32,0,1600
11105,0.0717,4,2,1,2,6,1,1508,32,0,960
11311,0.1846,4,2,1,2,6,1,1508,32,0,2000
12555,0.1194,4,2,1,2,6,1,1508,32,0,1400
12818,0.138,4,1,7,2,6,1,1508,32,1,1571
13637,0.2392,4,2,3,2,6,1,1508,32,0,2503
14673,0.1629,4,2,3,2,6,1,1508,32,1,1800
903,0.1412,4,2,1,2,7,1,1508,32,1,1600
1918,0.0977,4,1,1,2,7,1,1508,32,0,1200
3852,0.1303,4,1,1,2,7,1,1508,32,1,1500
3962,0.1123,4,1,3,2,7,1,1508,32,1,1334
4916,0.1303,4,1,3,2,7,1,1508,32,1,1500
4952,0.1585,4,1,1,2,7,1,1508,32,1,1760
4981,0.1325,4,1,7,2,7,1,1508,32,1,1520
5059,0.1412,4,2,1,2,7,1,1508,32,1,1600
5522,0.1194,4,1,1,2,7,1,1508,32,1,1400
5708,0.0651,4,1,1,2,7,1,1508,32,0,900
6668,0.152,4,1,1,2,7,1,1508,32,0,1700
6718,0.1846,4,3,1,2,7,1,1508,32,0,2000
6992,0.1303,4,1,1,2,7,1,1508,32,0,1500
7154,0.1412,4,1,1,2,7,1,1508,32,0,1600
7435,0.1412,4,3,1,2,7,1,1508,32,1,1600
7618,0.2389,4,2,1,2,7,1,1508,32,0,2500
8509,0.1056,4,1,6,2,7,1,1508,32,0,1273
8710,0.1746,4,1,1,2,7,1,1508,32,0,1908
8735,0.1989,4,1,1,2,7,1,1508,32,1,2132
9045,0.0977,4,3,2,2,7,1,1508,32,0,1200
9048,0.1629,4,3,2,2,7,1,1508,32,1,1800
9850,0.0991,4,1,7,2,7,1,1508,32,0,1213
10251,0.2389,4,1,1,2,7,1,1508,32,0,2500
13615,0.1412,4,3,1,2,7,1,1508,32,1,1600
13988,0.1454,4,1,1,2,7,1,1508,32,1,1639
14146,0.1296,4,1,1,2,7,1,1508,32,1,1494
14621,0.2921,4,2,1,2,7,1,1508,32,0,2990
12935,0.1574,4,1,1,2,4,2,1508,32,1,1750
7173,0.1303,4,2,2,2,7,2,1508,32,0,1500
7317,0.146,4,1,2,2,7,2,1508,32,1,1645
8423,0.1412,4,1,2,2,5,1,1510,32,1,1600
9824,0.152,6,1,1,2,0,1,1530,32,1,1700
10431,0.076,6,2,1,2,2,1,1530,32,1,1000
10864,0.1151,6,3,2,2,2,1,1530,32,0,1360
13282,0.139,6,1,1,2,2,1,1530,32,0,1580
14121,0.0748,6,2,1,2,2,1,1530,32,0,989
3108,0.1592,6,1,1,2,3,1,1530,32,1,1766
4463,0.1412,6,2,1,2,3,1,1530,32,1,1600
5094,0.1194,6,1,2,2,3,1,1530,32,1,1400
11803,0.1357,6,2,2,2,3,1,1530,32,0,1550
12836,0.0834,6,1,2,2,3,1,1530,32,0,1068
4490,0.1846,6,2,2,2,4,1,1530,32,1,2000
