id,rendaMediaNormalizada,ugb_id,rendaTipo,estadoCivil,origem,escolaridade,tipoCliente,cidade_id,Idade,Aprovado,rendaMedia
60,0.1412,3,1,1,1,2,1,0,37,1,1600
61,0.1412,3,1,1,1,0,1,0,24,1,1600
62,0.1846,3,2,2,1,2,1,0,39,1,2000
63,0.1433,3,1,1,1,5,1,0,31,0,1620
64,0.1453,3,3,2,1,4,1,0,44,1,1638
65,0.1443,3,1,1,1,5,1,0,31,1,1629
66,0.1412,3,1,1,1,4,1,0,33,0,1600
67,0.1433,3,1,1,1,3,1,0,46,0,1620
68,0.1520,3,1,1,1,5,1,0,30,1,1700
69,0.1412,3,1,1,1,5,1,0,38,0,1600
70,0.1412,3,1,2,1,3,1,0,47,1,1600
71,0.1412,3,1,1,1,2,1,0,50,0,1600
72,0.1412,3,1,2,1,3,1,0,42,0,1600
73,0.0530,3,1,2,1,2,1,0,47,1,788
74,0.1412,3,2,2,1,3,1,0,25,1,1600
75,0.1672,3,2,1,1,2,1,0,47,1,1840
76,0.1412,3,1,1,1,5,1,0,37,1,1600
77,0.1629,3,2,7,1,5,1,0,34,1,1800
78,0.1520,3,1,1,1,5,1,0,28,0,1700
79,0.1412,3,1,1,1,2,1,0,32,0,1600
80,0.1846,3,2,2,1,3,1,0,38,1,2000
81,0.1846,3,1,1,1,2,1,0,43,1,2000
82,0.1954,3,2,1,1,5,1,0,27,1,2100
83,0.1466,3,1,1,1,2,1,0,44,0,1650
84,0.1846,3,2,1,1,3,1,0,35,0,2000
85,0.1488,3,1,1,1,2,1,0,33,1,1670
86,0.1450,3,3,1,1,6,1,0,31,1,1635
87,0.1846,3,2,1,1,3,1,0,41,0,2000
88,0.1846,3,1,1,1,2,0,0,30,0,2000
89,0.0820,3,1,1,1,2,0,0,30,0,1055
90,0.1520,3,2,1,1,2,1,0,32,1,1700
91,0.0530,3,2,1,1,5,1,0,24,0,788
92,0.1412,3,2,1,1,5,0,0,25,0,1600
93,0.1846,3,3,1,1,5,1,0,24,0,2000
94,0.1629,3,2,1,1,2,0,0,35,0,1800
95,0.1412,3,1,1,1,5,1,0,28,1,1600
96,0.0530,3,2,1,1,2,0,0,44,0,788
97,0.0565,3,1,1,1,3,1,0,32,0,820
98,0.0777,3,1,2,1,5,1,0,39,1,1016
99,0.1498,3,3,2,1,6,1,0,32,0,1680
100,0.1303,3,2,1,1,5,1,0,24,1,1500
101,0.0852,3,1,1,1,0,1,0,30,0,1085
102,0.0692,3,2,2,1,4,1,0,24,0,937
103,0.1341,3,3,3,1,2,1,0,45,1,1535
104,0.1846,3,2,1,1,5,0,0,31,1,2000
105,0.1846,3,2,1,1,5,1,0,25,0,2000
106,0.1520,3,2,1,1,5,1,0,27,1,1700
107,0.1507,3,1,1,1,5,1,0,34,1,1688
108,0.0977,3,2,1,1,2,0,0,39,0,1200
109,0.1388,3,1,1,1,5,1,0,30,1,1578
110,0.0977,3,1,1,1,2,0,0,30,0,1200
111,0.0472,3,1,1,1,2,1,0,36,0,735
112,0.1623,3,1,2,1,4,1,0,28,0,1795
113,0.1629,3,1,2,1,5,1,0,31,1,1800
114,0.1574,3,2,1,1,2,1,0,47,1,1750
115,0.1412,3,2,2,1,2,1,0,36,0,1600
116,0.0684,3,1,3,1,2,0,0,51,0,930
117,0.1520,3,2,1,1,2,1,0,46,0,1700
118,0.1520,3,2,1,1,2,1,0,28,1,1700
119,0.1303,3,1,2,1,5,1,0,32,0,1500
120,0.1629,3,2,7,1,5,0,0,29,0,1800
121,0.1629,3,3,1,1,6,1,0,31,1,1800
122,0.1629,3,1,1,1,3,1,0,32,0,1800
123,0.1194,3,1,1,1,5,3,0,54,1,1400
124,0.1521,3,1,1,1,2,1,0,37,1,1701
125,0.1629,3,2,1,1,5,1,0,29,1,1800
126,0.1303,3,1,2,1,5,1,0,31,0,1500
127,0.1629,3,2,2,1,4,1,0,50,1,1800
128,0.1585,3,1,2,1,2,0,0,64,0,1760
129,0.1303,3,2,1,1,4,1,0,25,1,1500
130,0.1629,3,0,0,1,0,0,0,26,0,1800
131,0.1737,3,2,3,1,3,1,0,42,1,1900
132,0.1808,3,1,1,1,3,1,0,31,1,1965
133,0.1303,3,2,1,1,5,1,0,44,1,1500
134,0.1303,3,2,1,1,5,1,0,28,1,1500
135,0.1629,3,1,1,1,2,1,0,52,1,1800
136,0.1412,3,2,1,1,2,1,0,31,1,1600
137,0.1520,3,2,1,1,3,1,0,26,1,1700
138,0.1520,3,2,1,1,5,1,0,29,1,1700
139,0.1999,3,1,2,1,3,1,0,27,1,2141
140,0.2172,3,2,2,1,3,1,0,54,1,2300
141,0.1412,3,2,1,1,3,1,0,34,0,1600
142,0.2009,3,2,2,1,3,1,0,47,0,2150
143,0.1520,3,2,1,1,6,1,0,35,1,1700
144,0.1629,3,2,1,1,0,0,0,?,0,1800
145,0.1466,3,1,1,1,3,1,0,32,0,1650
146,0.1846,3,2,1,1,2,0,0,44,0,2000
147,0.1554,3,1,1,1,5,1,0,30,1,1731
148,0.1846,3,1,2,1,5,0,0,39,0,2000
149,0.1747,3,3,3,1,5,1,0,42,1,1909
150,0.1543,3,1,1,1,5,1,0,24,1,1721
151,0.1412,3,2,2,1,2,1,0,50,0,1600
152,0.1846,3,2,1,1,0,1,0,40,0,2000
153,0.1520,3,1,1,1,3,0,0,29,0,1700
154,0.1872,3,1,2,1,5,1,0,25,0,2024
155,0.1303,3,3,1,1,5,1,0,26,1,1500
156,0.1737,3,1,1,1,0,0,0,33,0,1900
157,0.1520,3,1,1,1,4,1,0,26,1,1700
158,0.1357,3,2,2,1,2,0,0,43,1,1550
159,0.1520,3,0,0,1,0,1,0,?,0,1700
160,0.1412,3,1,1,1,2,0,0,25,1,1600
161,0.1303,3,2,1,1,4,1,0,27,1,1500
162,0.1412,3,1,1,1,3,1,0,31,0,1600
163,0.0875,3,1,2,1,3,0,0,61,0,1106
164,0.1383,3,1,1,1,5,3,0,26,1,1574
165,0.1520,3,2,1,1,5,1,0,27,1,1700
166,0.1629,3,2,1,1,2,1,0,28,1,1800
167,0.1629,3,3,2,1,5,1,0,28,0,1800
168,0.1376,3,3,1,1,5,1,0,27,1,1567
169,0.1646,3,2,1,1,4,1,0,27,1,1816
170,0.1954,3,2,1,1,5,0,0,25,0,2100
171,0.1412,3,2,1,1,5,1,0,23,1,1600
172,0.1610,3,3,2,1,3,1,0,41,1,1783
173,0.1303,3,2,1,1,3,1,0,30,1,1500
174,0.1846,3,0,0,1,0,1,0,?,0,2000
175,0.1257,3,1,1,1,5,0,0,24,0,1458
176,0.1194,3,2,1,1,5,1,0,22,1,1400
177,0.1412,3,1,1,1,2,0,0,34,0,1600
178,0.1645,3,2,2,1,2,1,0,23,1,1815
179,0.1629,3,3,1,1,5,1,0,37,1,1800
180,0.1520,3,2,2,1,3,1,0,25,1,1700
181,0.1629,3,2,2,1,2,1,0,41,1,1800
182,0.1846,3,2,4,1,5,1,0,45,1,2000
183,0.1670,3,3,1,1,2,1,0,30,0,1838
184,0.1615,3,3,1,1,3,1,0,34,1,1787
185,0.1412,3,2,3,1,4,1,0,32,1,1600
186,0.1846,3,2,1,1,2,1,0,32,1,2000
187,0.1520,3,1,1,1,5,0,0,25,0,1700
188,0.0581,3,1,1,1,2,0,0,26,0,835
189,0.1520,3,2,7,1,3,1,0,35,0,1700
190,0.1846,3,1,1,1,5,1,0,48,1,2000
191,0.1629,3,2,2,1,3,1,0,37,1,1800
192,0.1412,3,1,2,1,5,0,0,35,1,1600
193,0.1385,3,1,2,1,5,0,0,26,0,1576
194,0.1303,3,2,1,1,2,1,0,32,1,1500
195,0.1737,3,2,1,1,5,1,1607,24,0,1900
196,0.1194,3,2,1,1,0,0,0,23,0,1400
197,0.1240,3,1,1,1,5,1,0,31,1,1442
198,0.1303,3,3,1,1,2,1,0,23,0,1500
199,0.1755,3,1,3,1,7,1,0,44,0,1916
200,0.1629,3,3,3,1,5,1,0,35,0,1800
201,0.1629,3,2,1,1,2,1,0,31,1,1800
202,0.1303,3,3,2,1,0,1,0,34,0,1500
203,0.1081,3,1,1,1,2,1,0,35,0,1296
204,0.1621,3,3,1,1,3,1,0,25,1,1793
205,0.1334,3,3,1,1,5,1,0,32,1,1529
206,0.1520,3,2,1,1,5,1,0,25,1,1700
207,0.0760,3,2,1,1,5,0,0,26,1,1000
208,0.1412,3,1,1,1,5,1,0,29,1,1600
209,0.1303,3,2,2,1,2,1,0,29,1,1500
210,0.1620,3,3,1,1,2,1,0,33,1,1792
211,0.1520,3,1,2,1,3,3,0,26,0,1700
212,0.1542,3,1,2,1,2,1,0,23,1,1720
213,0.1385,3,2,1,1,2,1,0,43,1,1576
214,0.1194,3,2,1,1,4,1,0,30,1,1400
215,0.1412,3,2,1,1,5,1,0,26,1,1600
216,0.1520,3,1,1,1,3,1,0,25,1,1700
217,0.1557,6,1,1,1,6,2,0,29,1,1734
218,0.1194,2,0,0,1,0,0,0,33,0,1400
219,0.1303,2,1,1,1,0,0,0,?,0,1500
220,0.1303,2,2,1,1,0,0,0,?,0,1500
221,0.1629,2,3,1,1,5,1,0,32,0,1800
222,0.1412,2,3,6,1,0,0,0,?,0,1600
223,0.1412,2,1,2,1,0,0,0,?,0,1600
224,0.1629,2,2,1,1,2,1,0,38,1,1800
225,0.1585,2,1,1,1,0,0,0,?,0,1760
226,0.1629,2,2,7,1,0,0,0,32,0,1800
227,0.1629,2,3,1,1,0,0,0,?,0,1800
228,0.1173,2,1,7,1,0,0,0,?,0,1380
229,0.1412,2,3,1,1,0,0,0,?,0,1600
230,0.1412,2,2,7,1,0,0,0,?,0,1600
231,0.1629,2,2,2,1,0,0,0,?,0,1800
232,0.1303,2,2,7,1,0,0,0,?,0,1500
233,0.1412,2,2,7,1,0,0,0,?,0,1600
234,0.1629,2,0,7,1,0,1,0,43,0,1800
235,0.1629,2,3,1,1,0,0,0,?,0,1800
236,0.1289,2,3,5,1,4,1,0,50,1,1487
237,0.1629,2,3,1,1,0,0,0,?,0,1800
238,0.1629,2,2,1,1,0,1,0,?,0,1800
239,0.1303,2,0,2,1,0,0,0,?,0,1500
240,0.1498,2,2,3,1,5,1,0,48,1,1680
241,0.1629,2,3,1,1,0,0,0,?,0,1800
242,0.1412,2,2,1,1,5,1,0,27,1,1600
243,0.2932,2,2,2,1,0,0,0,?,0,3000
244,0.1466,2,2,1,1,4,1,0,51,1,1650
245,0.1520,2,3,7,1,0,0,0,?,0,1700
246,0.1629,2,3,1,1,0,0,0,?,0,1800
247,0.1629,2,3,2,1,0,0,0,?,0,1800
248,0.1303,2,3,1,1,0,0,0,?,0,1500
249,0.1520,2,2,7,1,0,0,0,?,0,1700
250,0.1683,2,3,7,1,0,0,0,?,0,1850
251,0.1629,2,3,2,1,0,0,0,?,0,1800
252,0.1520,2,3,2,1,0,0,0,?,0,1700
253,0.1531,2,2,1,1,5,1,0,24,1,1710
254,0.1498,2,2,7,1,0,0,0,?,0,1680
255,0.0543,2,3,7,1,0,0,0,?,0,800
256,0.1412,2,0,7,1,0,0,0,?,0,1600
257,0.1629,2,2,7,1,0,0,0,?,0,1800
258,0.1629,2,3,7,1,0,0,0,?,0,1800
259,0.1629,2,2,7,1,0,0,0,?,0,1800
260,0.1629,2,2,1,1,0,0,0,?,0,1800
261,0.1629,2,2,1,1,0,0,0,?,0,1800
262,0.1629,2,3,1,1,0,0,0,?,0,1800
263,0.1629,2,0,7,1,0,0,0,?,0,1800
264,0.1303,2,1,1,1,0,1,0,?,0,1500
265,0.1629,2,3,2,1,0,0,0,?,0,1800
266,0.1520,2,3,1,1,0,0,0,?,0,1700
267,0.1629,2,3,2,1,0,1,0,?,0,1800
268,0.1629,2,1,2,1,0,0,0,?,0,1800
269,0.1629,2,2,2,1,0,0,0,?,0,1800
270,0.1629,2,2,1,1,0,0,0,?,0,1800
271,0.1629,2,1,7,1,0,0,0,?,0,1800
272,0.2714,2,1,1,1,0,0,0,?,0,2800
273,0.1629,2,1,2,1,0,0,0,?,0,1800
274,0.1140,2,1,2,1,0,0,0,?,0,1350
275,0.1629,2,3,2,1,6,0,0,42,0,1800
276,0.1412,2,3,2,1,4,1,0,30,1,1600
277,0.1574,2,2,1,1,0,0,0,?,0,1750
278,0.1412,2,2,2,1,0,0,0,?,0,1600
279,0.1194,2,1,2,1,0,0,0,?,0,1400
280,0.1629,2,3,7,1,0,0,0,?,0,1800
281,0.1086,2,1,7,1,0,0,0,?,0,1300
282,0.1954,2,1,2,1,0,0,0,?,0,2100
283,0.0977,2,1,7,1,0,0,0,?,0,1200
284,0.0977,2,1,7,1,0,0,0,?,0,1200
285,0.1303,2,1,7,1,0,0,0,?,0,1500
286,0.1574,2,1,2,1,0,0,0,?,0,1750
287,0.1412,2,1,2,1,0,0,0,?,0,1600
288,0.1629,2,2,7,1,0,0,0,?,0,1800
289,0.1520,2,2,7,1,0,0,0,?,0,1700
290,0.1585,2,3,1,1,0,0,0,?,0,1760
291,0.1520,2,2,1,1,0,0,0,?,0,1700
292,0.1520,2,2,7,1,0,0,0,?,0,1700
293,0.1629,2,1,1,1,3,1,0,32,0,1800
294,0.1629,2,3,1,1,0,0,0,?,0,1800
295,0.1412,2,3,2,1,4,1,0,24,1,1600
296,0.1520,2,2,1,1,0,0,0,?,0,1700
297,0.1629,2,3,7,1,0,0,0,?,0,1800
298,0.1629,2,3,1,1,0,0,0,?,0,1800
299,0.1303,2,1,2,1,0,0,0,?,0,1500
300,0.1629,2,2,7,1,0,0,0,?,0,1800
301,0.1412,2,2,2,1,0,0,0,?,0,1600
302,0.1933,2,1,2,1,0,0,0,?,0,2080
303,0.1520,2,3,7,1,0,0,0,?,0,1700
304,0.1086,2,3,1,1,0,0,0,?,0,1300
305,0.1194,2,2,2,1,0,0,0,?,0,1400
306,0.1520,2,3,1,1,0,0,0,?,0,1700
307,0.1629,2,2,1,1,5,1,0,34,1,1800
308,0.1629,2,1,2,1,0,0,0,?,0,1800
309,0.0977,2,2,7,1,0,0,0,?,0,1200
310,0.1405,2,3,7,1,5,1,0,24,1,1594
311,0.1629,2,1,1,1,0,0,0,?,0,1800
312,0.1520,2,3,7,1,0,0,0,?,0,1700
313,0.1412,2,3,1,1,0,0,0,?,0,1600
314,0.1629,2,3,1,1,0,0,0,?,0,1800
315,0.1629,2,2,1,1,0,0,0,?,0,1800
316,0.1506,2,3,2,1,5,1,0,23,1,1687
317,0.1846,2,1,1,1,0,0,0,?,0,2000
318,0.1629,2,2,7,1,0,0,0,?,0,1800
319,0.1412,2,2,0,1,0,0,0,?,0,1600
320,0.1574,2,2,1,1,2,1,0,28,1,1750
321,0.1304,2,1,3,1,4,1,0,39,1,1501
322,0.1629,2,2,1,1,0,0,0,?,0,1800
323,0.1412,2,3,6,1,0,0,0,?,0,1600
324,0.1629,2,3,7,1,0,0,0,?,0,1800
325,0.1629,2,3,7,1,0,0,0,?,0,1800
326,0.1629,2,2,1,1,0,0,0,?,0,1800
327,0.1629,2,3,1,1,0,0,0,?,0,1800
328,0.1060,2,1,1,1,5,1,0,26,1,1276
329,0.1629,2,1,2,1,0,0,0,?,0,1800
330,0.1128,2,1,1,1,4,1,0,37,1,1339
331,0.1628,2,1,2,1,2,1,0,36,1,1799
332,0.1412,2,0,0,1,0,0,0,32,0,1600
333,0.1303,2,2,2,1,4,1,0,38,1,1500
334,0.1667,2,1,2,1,5,1,0,24,0,1835
335,0.1412,2,0,0,1,0,1,0,35,0,1600
336,0.1412,2,2,7,1,0,0,0,?,0,1600
337,0.1846,2,1,1,1,0,0,0,?,0,2000
338,0.1412,2,2,7,1,0,0,0,?,0,1600
339,0.1629,2,3,7,1,0,0,0,?,0,1800
340,0.1412,2,3,1,1,0,0,0,?,0,1600
341,0.1629,2,3,2,1,0,0,0,?,0,1800
342,0.1629,2,0,1,1,0,0,0,?,0,1800
343,0.1412,2,2,1,1,0,0,0,?,0,1600
344,0.1629,2,3,7,1,0,0,0,?,0,1800
345,0.1629,2,2,1,1,0,0,0,?,0,1800
346,0.1629,2,0,0,1,0,0,0,?,0,1800
347,0.1520,2,3,1,1,0,0,0,?,0,1700
348,0.1068,2,1,1,1,0,0,0,?,0,1284
349,0.1520,2,0,2,1,0,0,0,?,0,1700
350,0.1585,2,1,7,1,0,0,0,?,0,1760
351,0.1629,2,2,1,1,0,0,0,?,0,1800
352,0.1629,2,3,7,1,0,0,0,?,0,1800
353,0.1629,2,1,1,1,2,1,0,34,1,1800
354,0.1629,2,3,1,1,4,1,0,58,1,1800
355,0.1086,2,1,1,1,3,1,0,29,0,1300
356,0.1412,2,2,2,1,0,1,0,27,0,1600
357,0.1412,2,3,1,1,1,1,0,44,0,1600
358,0.1407,2,3,7,1,5,1,0,49,1,1596
359,0.1607,2,2,1,1,4,1,0,27,1,1780
360,0.1412,2,2,7,1,5,1,0,22,1,1600
361,0.1846,4,3,2,2,6,1,1508,?,0,2000
362,0.0977,4,1,1,2,6,1,1508,?,1,1200
363,0.1412,4,3,1,2,6,1,1508,?,0,1600
364,0.1303,4,2,1,2,6,1,1508,?,0,1500
365,0.1303,4,2,1,2,7,1,1508,?,0,1500
366,0.0676,4,1,1,2,6,1,1508,?,1,923
367,0.0271,4,2,2,2,5,1,1508,?,0,550
368,0.1846,4,1,1,2,6,1,1508,?,1,2000
369,0.1211,4,1,2,2,3,1,1508,?,0,1415
370,0.2172,4,1,1,2,7,1,1508,?,1,2300
371,0.1574,4,1,1,2,6,1,1508,?,1,1750
372,0.1246,4,2,2,2,5,1,1508,?,1,1448
373,0.0977,4,1,2,2,5,1,1508,?,0,1200
374,0.1520,4,3,1,2,6,1,1508,?,1,1700
375,0.1520,4,3,2,2,6,1,1508,?,1,1700
376,0.1303,4,1,1,2,7,1,1508,?,0,1500
377,0.1303,4,1,1,2,6,1,1508,?,0,1500
378,0.1846,4,2,2,2,7,1,1596,?,1,2000
379,0.1846,4,3,2,2,5,1,1508,?,1,2000
380,0.1249,4,2,1,2,6,1,1607,?,1,1450
381,0.1954,4,1,2,2,7,1,1508,?,0,2100
382,0.1769,4,1,2,2,6,1,1508,?,0,1929
383,0.0760,4,1,1,2,5,1,1508,?,1,1000
384,0.1710,4,1,1,2,6,1,1508,?,0,1875
385,0.1303,4,1,1,2,5,1,1508,?,0,1500
386,0.1669,4,1,1,2,2,1,1508,52,1,1837
387,0.1194,4,1,2,2,5,1,1508,?,0,1400
388,0.1520,4,1,1,2,7,1,1508,?,1,1700
389,0.1433,4,3,1,2,6,1,1508,?,1,1620
390,0.0760,4,1,1,2,5,1,1508,?,0,1000
391,0.1124,4,1,2,2,3,1,1551,?,1,1335
392,0.0699,4,1,1,2,5,1,1508,?,1,944
393,0.1466,4,1,1,2,5,1,1508,?,0,1650
394,0.1303,4,1,1,2,6,1,1508,?,0,1500
395,0.1457,4,1,2,2,5,1,1508,?,0,1642
396,0.1629,4,2,2,2,7,1,1508,?,1,1800
397,0.0821,4,1,2,2,5,1,1508,?,0,1056
398,0.1717,4,1,5,2,4,1,1508,54,1,1881
399,0.1520,4,1,1,2,5,1,1508,?,1,1700
400,0.1412,4,2,1,2,6,1,1508,33,1,1600
401,0.1303,4,1,1,2,6,1,1508,?,0,1500
402,0.1705,4,1,3,2,7,1,1591,?,0,1870
403,0.1303,4,2,1,2,4,1,1508,?,0,1500
404,0.0977,4,1,3,2,2,1,1508,?,1,1200
405,0.1412,4,1,1,2,7,1,1508,?,0,1600
406,0.0844,4,1,1,2,7,1,1508,?,1,1077
407,0.1629,4,3,5,2,3,1,1508,?,0,1800
408,0.1194,4,1,1,2,2,1,1508,25,1,1400
409,0.1629,4,1,2,2,3,1,1508,?,0,1800
410,0.0760,4,1,2,2,5,1,1508,?,0,1000
411,0.0460,4,1,1,2,5,1,1508,?,0,724
412,0.0460,4,1,1,2,6,1,1508,?,0,724
413,0.0977,4,3,1,2,7,1,1508,?,0,1200
414,0.1086,4,2,2,2,2,1,1508,?,1,1300
415,0.1303,4,1,2,2,6,1,1508,?,0,1500
416,0.1315,4,1,2,2,5,1,1508,?,1,1511
417,0.0543,4,2,2,2,7,1,1508,?,0,800
418,0.1412,4,1,1,2,6,1,1508,?,1,1600
419,0.0516,4,1,2,2,2,1,1508,?,1,775
420,0.0760,4,3,5,2,2,1,1508,?,0,1000
421,0.1629,4,2,2,2,5,1,1508,30,1,1800
422,0.0977,4,1,1,2,7,1,1508,?,1,1200
423,0.1412,4,2,1,2,5,1,1508,?,1,1600
424,0.0760,4,2,1,2,5,1,1508,33,0,1000
425,0.0581,4,1,1,2,5,1,1508,?,1,835
426,0.1151,4,1,1,2,6,1,1508,?,1,1360
427,0.1303,4,3,2,2,5,1,1508,?,1,1500
428,0.0543,4,2,1,2,2,1,1508,47,0,800
429,0.1031,4,1,2,2,5,1,1508,32,0,1250
430,0.0977,4,1,2,2,5,1,1508,?,0,1200
431,0.0719,4,1,1,2,5,1,1508,?,1,962
432,0.1710,4,1,1,2,6,1,1508,31,0,1875
433,0.1086,4,1,2,2,5,1,1508,?,0,1300
434,0.0451,4,1,1,2,5,1,1508,?,1,715
435,0.1129,4,1,1,2,5,1,1508,?,0,1340
436,0.0460,4,1,1,2,3,1,1508,?,0,724
437,0.0494,4,1,1,2,4,1,1508,?,1,755
438,0.0977,4,3,1,2,5,1,1508,?,1,1200
439,0.1303,4,2,7,2,4,1,1508,33,1,1500
440,0.0543,4,1,2,2,6,1,1508,?,0,800
441,0.0869,4,1,3,2,6,1,1508,?,1,1100
442,0.0869,4,1,1,2,5,1,1508,?,1,1100
443,0.0760,4,3,2,2,5,1,1508,?,0,1000
444,0.1412,4,2,1,2,7,1,1508,?,0,1600
445,0.0977,4,2,1,2,6,1,1508,?,0,1200
446,0.1303,4,2,1,2,6,1,1508,?,0,1500
447,0.0977,4,1,2,2,4,1,1508,?,1,1200
448,0.1260,4,1,1,2,5,1,1629,40,0,1460
449,0.1303,4,1,2,2,5,1,1508,?,0,1500
450,0.0540,4,1,1,2,4,1,1508,?,0,797
451,0.0869,4,1,1,2,5,1,1508,?,1,1100
452,0.1629,4,1,2,2,3,1,1508,?,0,1800
453,0.0630,4,1,3,2,2,1,1508,57,0,880
454,0.1629,4,1,1,2,6,1,1508,?,1,1800
455,0.1086,4,3,1,2,5,1,1508,?,0,1300
456,0.1412,4,3,1,2,5,1,1508,?,1,1600
457,0.0977,4,1,1,2,5,1,1508,?,1,1200
458,0.1954,4,1,2,2,5,1,1508,?,0,2100
459,0.1466,4,1,1,2,4,1,1508,?,0,1650
460,0.0760,4,1,1,2,6,1,1508,?,0,1000
461,0.0651,4,1,2,2,7,1,1508,?,0,900
462,0.1194,4,3,1,2,5,1,1508,?,1,1400
463,0.0651,4,1,2,2,5,1,1508,?,0,900
464,0.1303,4,1,2,2,5,1,1508,?,0,1500
465,0.0543,4,1,1,2,6,1,1508,?,0,800
466,0.1194,4,1,1,2,5,1,1508,?,1,1400
467,0.0651,4,1,3,2,5,1,1508,?,0,900
468,0.1368,4,1,1,2,6,1,1467,?,1,1560
469,0.0869,4,1,1,2,5,1,1508,?,1,1100
470,0.1086,4,1,4,2,4,1,1508,?,0,1300
471,0.0593,4,1,1,2,5,1,1508,?,0,846
472,0.0483,4,1,2,2,6,1,1508,?,0,745
473,0.1537,4,1,2,2,5,1,1508,?,1,1716
474,0.1412,4,1,1,2,7,1,1508,?,1,1600
475,0.0748,4,1,1,2,5,1,1508,?,1,989
476,0.0651,4,1,1,2,7,1,1508,?,0,900
477,0.0977,4,3,1,2,4,1,1508,33,1,1200
478,0.0977,4,1,1,2,3,1,1508,?,0,1200
479,0.1031,4,1,1,2,4,1,1508,?,1,1250
480,0.0977,4,1,2,2,4,1,1508,?,0,1200
481,0.1412,4,2,2,2,5,1,1508,34,1,1600
483,0.0527,4,1,1,2,5,1,1508,?,1,785
484,0.1629,4,2,2,2,2,1,1508,35,1,1800
485,0.0460,4,2,2,2,4,1,1508,?,0,724
486,0.0760,4,1,1,2,5,1,1508,?,0,1000
487,0.0651,4,1,1,2,5,1,1508,?,0,900
488,0.1227,4,2,1,2,7,1,1508,?,0,1430
489,0.0760,4,1,1,2,5,1,1591,?,0,1000
490,0.1611,4,1,2,2,6,1,1508,?,0,1784
491,0.1303,4,3,1,2,5,1,1508,?,0,1500
492,0.1846,4,2,1,2,6,1,1508,?,0,2000
