id;ugb_id;rendaTipo;estadoCivil;origem;escolaridade;tipoCliente;cidade_id;Idade;Aprovado;rendaMedia
77;3;2;7;1;5;1;0;34;1;0.1629
78;3;1;1;1;5;1;0;28;0;0.152
79;3;1;1;1;2;1;0;32;0;0.1412
80;3;2;2;1;3;1;0;38;1;0.1846
81;3;1;1;1;2;1;0;43;1;0.1846
82;3;2;1;1;5;1;0;27;1;0.1954
83;3;1;1;1;2;1;0;44;0;0.1466
84;3;2;1;1;3;1;0;35;0;0.1846
85;3;1;1;1;2;1;0;33;1;0.1488
86;3;3;1;1;6;1;0;31;1;0.145
87;3;2;1;1;3;1;0;41;0;0.1846
88;3;1;1;1;2;0;0;30;0;0.1846
89;3;1;1;1;2;0;0;30;0;0.082
90;3;2;1;1;2;1;0;32;1;0.152
91;3;2;1;1;5;1;0;24;0;0.053
92;3;2;1;1;5;0;0;25;0;0.1412
93;3;3;1;1;5;1;0;24;0;0.1846
94;3;2;1;1;2;0;0;35;0;0.1629
95;3;1;1;1;5;1;0;28;1;0.1412
96;3;2;1;1;2;0;0;44;0;0.053
97;3;1;1;1;3;1;0;32;0;0.0565
98;3;1;2;1;5;1;0;39;1;0.0777
99;3;3;2;1;6;1;0;32;0;0.1498
100;3;2;1;1;5;1;0;24;1;0.1303
101;3;1;1;1;0;1;0;30;0;0.0852
102;3;2;2;1;4;1;0;24;0;0.0692
103;3;3;3;1;2;1;0;45;1;0.1341
104;3;2;1;1;5;0;0;31;1;0.1846
105;3;2;1;1;5;1;0;25;0;0.1846
106;3;2;1;1;5;1;0;27;1;0.152
107;3;1;1;1;5;1;0;34;1;0.1507
108;3;2;1;1;2;0;0;39;0;0.0977
109;3;1;1;1;5;1;0;30;1;0.1388
110;3;1;1;1;2;0;0;30;0;0.0977
111;3;1;1;1;2;1;0;36;0;0.0472
112;3;1;2;1;4;1;0;28;0;0.1623
113;3;1;2;1;5;1;0;31;1;0.1629
114;3;2;1;1;2;1;0;47;1;0.1574
115;3;2;2;1;2;1;0;36;0;0.1412
116;3;1;3;1;2;0;0;51;0;0.0684
117;3;2;1;1;2;1;0;46;0;0.152
118;3;2;1;1;2;1;0;28;1;0.152
119;3;1;2;1;5;1;0;32;0;0.1303
120;3;2;7;1;5;0;0;29;0;0.1629
121;3;3;1;1;6;1;0;31;1;0.1629
122;3;1;1;1;3;1;0;32;0;0.1629
123;3;1;1;1;5;3;0;54;1;0.1194
124;3;1;1;1;2;1;0;37;1;0.1521
125;3;2;1;1;5;1;0;29;1;0.1629
126;3;1;2;1;5;1;0;31;0;0.1303
127;3;2;2;1;4;1;0;50;1;0.1629
128;3;1;2;1;2;0;0;64;0;0.1585
129;3;2;1;1;4;1;0;25;1;0.1303
130;3;0;0;1;0;0;0;26;0;0.1629
131;3;2;3;1;3;1;0;42;1;0.1737
132;3;1;1;1;3;1;0;31;1;0.1808
133;3;2;1;1;5;1;0;44;1;0.1303
134;3;2;1;1;5;1;0;28;1;0.1303
135;3;1;1;1;2;1;0;52;1;0.1629
136;3;2;1;1;2;1;0;31;1;0.1412
137;3;2;1;1;3;1;0;26;1;0.152
138;3;2;1;1;5;1;0;29;1;0.152
139;3;1;2;1;3;1;0;27;1;0.1999
140;3;2;2;1;3;1;0;54;1;0.2172
141;3;2;1;1;3;1;0;34;0;0.1412
142;3;2;2;1;3;1;0;47;0;0.2009
143;3;2;1;1;6;1;0;35;1;0.152
144;3;2;1;1;0;0;0;0;0;0.1629
145;3;1;1;1;3;1;0;32;0;0.1466
146;3;2;1;1;2;0;0;44;0;0.1846
147;3;1;1;1;5;1;0;30;1;0.1554
148;3;1;2;1;5;0;0;39;0;0.1846
149;3;3;3;1;5;1;0;42;1;0.1747
150;3;1;1;1;5;1;0;24;1;0.1543
151;3;2;2;1;2;1;0;50;0;0.1412
152;3;2;1;1;0;1;0;40;0;0.1846
153;3;1;1;1;3;0;0;29;0;0.152
154;3;1;2;1;5;1;0;25;0;0.1872
155;3;3;1;1;5;1;0;26;1;0.1303
156;3;1;1;1;0;0;0;33;0;0.1737
157;3;1;1;1;4;1;0;26;1;0.152
158;3;2;2;1;2;0;0;43;1;0.1357
159;3;0;0;1;0;1;0;0;0;0.152
160;3;1;1;1;2;0;0;25;1;0.1412
161;3;2;1;1;4;1;0;27;1;0.1303
162;3;1;1;1;3;1;0;31;0;0.1412
163;3;1;2;1;3;0;0;61;0;0.0875
164;3;1;1;1;5;3;0;26;1;0.1383
165;3;2;1;1;5;1;0;27;1;0.152
166;3;2;1;1;2;1;0;28;1;0.1629
167;3;3;2;1;5;1;0;28;0;0.1629
168;3;3;1;1;5;1;0;27;1;0.1376
169;3;2;1;1;4;1;0;27;1;0.1646
170;3;2;1;1;5;0;0;25;0;0.1954
171;3;2;1;1;5;1;0;23;1;0.1412
172;3;3;2;1;3;1;0;41;1;0.161
173;3;2;1;1;3;1;0;30;1;0.1303
174;3;0;0;1;0;1;0;0;0;0.1846
175;3;1;1;1;5;0;0;24;0;0.1257
176;3;2;1;1;5;1;0;22;1;0.1194
177;3;1;1;1;2;0;0;34;0;0.1412
178;3;2;2;1;2;1;0;23;1;0.1645
179;3;3;1;1;5;1;0;37;1;0.1629
180;3;2;2;1;3;1;0;25;1;0.152
181;3;2;2;1;2;1;0;41;1;0.1629
182;3;2;4;1;5;1;0;45;1;0.1846
183;3;3;1;1;2;1;0;30;0;0.167
184;3;3;1;1;3;1;0;34;1;0.1615
185;3;2;3;1;4;1;0;32;1;0.1412
186;3;2;1;1;2;1;0;32;1;0.1846
187;3;1;1;1;5;0;0;25;0;0.152
188;3;1;1;1;2;0;0;26;0;0.0581
189;3;2;7;1;3;1;0;35;0;0.152
190;3;1;1;1;5;1;0;48;1;0.1846
191;3;2;2;1;3;1;0;37;1;0.1629
192;3;1;2;1;5;0;0;35;1;0.1412
193;3;1;2;1;5;0;0;26;0;0.1385
194;3;2;1;1;2;1;0;32;1;0.1303
195;3;2;1;1;5;1;1607;24;0;0.1737
196;3;2;1;1;0;0;0;23;0;0.1194
197;3;1;1;1;5;1;0;31;1;0.124
198;3;3;1;1;2;1;0;23;0;0.1303
199;3;1;3;1;7;1;0;44;0;0.1755
200;3;3;3;1;5;1;0;35;0;0.1629
201;3;2;1;1;2;1;0;31;1;0.1629
202;3;3;2;1;0;1;0;34;0;0.1303
203;3;1;1;1;2;1;0;35;0;0.1081
204;3;3;1;1;3;1;0;25;1;0.1621
205;3;3;1;1;5;1;0;32;1;0.1334
206;3;2;1;1;5;1;0;25;1;0.152
207;3;2;1;1;5;0;0;26;1;0.076
208;3;1;1;1;5;1;0;29;1;0.1412
209;3;2;2;1;2;1;0;29;1;0.1303
210;3;3;1;1;2;1;0;33;1;0.162
211;3;1;2;1;3;3;0;26;0;0.152
212;3;1;2;1;2;1;0;23;1;0.1542
213;3;2;1;1;2;1;0;43;1;0.1385
214;3;2;1;1;4;1;0;30;1;0.1194
215;3;2;1;1;5;1;0;26;1;0.1412
216;3;1;1;1;3;1;0;25;1;0.152
217;6;1;1;1;6;2;0;29;1;0.1557
218;2;0;0;1;0;0;0;33;0;0.1194
219;2;1;1;1;0;0;0;0;0;0.1303
220;2;2;1;1;0;0;0;0;0;0.1303
221;2;3;1;1;5;1;0;32;0;0.1629
222;2;3;6;1;0;0;0;0;0;0.1412
223;2;1;2;1;0;0;0;0;0;0.1412
224;2;2;1;1;2;1;0;38;1;0.1629
225;2;1;1;1;0;0;0;0;0;0.1585
226;2;2;7;1;0;0;0;32;0;0.1629
227;2;3;1;1;0;0;0;0;0;0.1629
228;2;1;7;1;0;0;0;0;0;0.1173
229;2;3;1;1;0;0;0;0;0;0.1412
230;2;2;7;1;0;0;0;0;0;0.1412
231;2;2;2;1;0;0;0;0;0;0.1629
232;2;2;7;1;0;0;0;0;0;0.1303
233;2;2;7;1;0;0;0;0;0;0.1412
234;2;0;7;1;0;1;0;43;0;0.1629
235;2;3;1;1;0;0;0;0;0;0.1629
236;2;3;5;1;4;1;0;50;1;0.1289
237;2;3;1;1;0;0;0;0;0;0.1629
238;2;2;1;1;0;1;0;0;0;0.1629
239;2;0;2;1;0;0;0;0;0;0.1303
240;2;2;3;1;5;1;0;48;1;0.1498
241;2;3;1;1;0;0;0;0;0;0.1629
242;2;2;1;1;5;1;0;27;1;0.1412
243;2;2;2;1;0;0;0;0;0;0.2932
244;2;2;1;1;4;1;0;51;1;0.1466
245;2;3;7;1;0;0;0;0;0;0.152
246;2;3;1;1;0;0;0;0;0;0.1629
247;2;3;2;1;0;0;0;0;0;0.1629
248;2;3;1;1;0;0;0;0;0;0.1303
249;2;2;7;1;0;0;0;0;0;0.152
250;2;3;7;1;0;0;0;0;0;0.1683
251;2;3;2;1;0;0;0;0;0;0.1629
252;2;3;2;1;0;0;0;0;0;0.152
253;2;2;1;1;5;1;0;24;1;0.1531
254;2;2;7;1;0;0;0;0;0;0.1498
255;2;3;7;1;0;0;0;0;0;0.0543
256;2;0;7;1;0;0;0;0;0;0.1412
257;2;2;7;1;0;0;0;0;0;0.1629
258;2;3;7;1;0;0;0;0;0;0.1629
259;2;2;7;1;0;0;0;0;0;0.1629
260;2;2;1;1;0;0;0;0;0;0.1629
261;2;2;1;1;0;0;0;0;0;0.1629
262;2;3;1;1;0;0;0;0;0;0.1629
263;2;0;7;1;0;0;0;0;0;0.1629
264;2;1;1;1;0;1;0;0;0;0.1303
265;2;3;2;1;0;0;0;0;0;0.1629
266;2;3;1;1;0;0;0;0;0;0.152
267;2;3;2;1;0;1;0;0;0;0.1629
268;2;1;2;1;0;0;0;0;0;0.1629
269;2;2;2;1;0;0;0;0;0;0.1629
270;2;2;1;1;0;0;0;0;0;0.1629
271;2;1;7;1;0;0;0;0;0;0.1629
272;2;1;1;1;0;0;0;0;0;0.2714
273;2;1;2;1;0;0;0;0;0;0.1629
274;2;1;2;1;0;0;0;0;0;0.114
275;2;3;2;1;6;0;0;42;0;0.1629
276;2;3;2;1;4;1;0;30;1;0.1412
277;2;2;1;1;0;0;0;0;0;0.1574
278;2;2;2;1;0;0;0;0;0;0.1412
279;2;1;2;1;0;0;0;0;0;0.1194
280;2;3;7;1;0;0;0;0;0;0.1629
281;2;1;7;1;0;0;0;0;0;0.1086
282;2;1;2;1;0;0;0;0;0;0.1954
283;2;1;7;1;0;0;0;0;0;0.0977
284;2;1;7;1;0;0;0;0;0;0.0977
285;2;1;7;1;0;0;0;0;0;0.1303
286;2;1;2;1;0;0;0;0;0;0.1574
287;2;1;2;1;0;0;0;0;0;0.1412
288;2;2;7;1;0;0;0;0;0;0.1629
289;2;2;7;1;0;0;0;0;0;0.152
290;2;3;1;1;0;0;0;0;0;0.1585
291;2;2;1;1;0;0;0;0;0;0.152
292;2;2;7;1;0;0;0;0;0;0.152
293;2;1;1;1;3;1;0;32;0;0.1629
294;2;3;1;1;0;0;0;0;0;0.1629
295;2;3;2;1;4;1;0;24;1;0.1412
296;2;2;1;1;0;0;0;0;0;0.152
297;2;3;7;1;0;0;0;0;0;0.1629
298;2;3;1;1;0;0;0;0;0;0.1629
299;2;1;2;1;0;0;0;0;0;0.1303
300;2;2;7;1;0;0;0;0;0;0.1629
301;2;2;2;1;0;0;0;0;0;0.1412
302;2;1;2;1;0;0;0;0;0;0.1933
303;2;3;7;1;0;0;0;0;0;0.152
304;2;3;1;1;0;0;0;0;0;0.1086
305;2;2;2;1;0;0;0;0;0;0.1194
306;2;3;1;1;0;0;0;0;0;0.152
307;2;2;1;1;5;1;0;34;1;0.1629
308;2;1;2;1;0;0;0;0;0;0.1629
309;2;2;7;1;0;0;0;0;0;0.0977
310;2;3;7;1;5;1;0;24;1;0.1405
311;2;1;1;1;0;0;0;0;0;0.1629
312;2;3;7;1;0;0;0;0;0;0.152
313;2;3;1;1;0;0;0;0;0;0.1412
314;2;3;1;1;0;0;0;0;0;0.1629
315;2;2;1;1;0;0;0;0;0;0.1629
316;2;3;2;1;5;1;0;23;1;0.1506
317;2;1;1;1;0;0;0;0;0;0.1846
318;2;2;7;1;0;0;0;0;0;0.1629
319;2;2;0;1;0;0;0;0;0;0.1412
320;2;2;1;1;2;1;0;28;1;0.1574
321;2;1;3;1;4;1;0;39;1;0.1304
322;2;2;1;1;0;0;0;0;0;0.1629
323;2;3;6;1;0;0;0;0;0;0.1412
324;2;3;7;1;0;0;0;0;0;0.1629
325;2;3;7;1;0;0;0;0;0;0.1629
326;2;2;1;1;0;0;0;0;0;0.1629
327;2;3;1;1;0;0;0;0;0;0.1629
328;2;1;1;1;5;1;0;26;1;0.106
329;2;1;2;1;0;0;0;0;0;0.1629
330;2;1;1;1;4;1;0;37;1;0.1128
331;2;1;2;1;2;1;0;36;1;0.1628
332;2;0;0;1;0;0;0;32;0;0.1412
333;2;2;2;1;4;1;0;38;1;0.1303
334;2;1;2;1;5;1;0;24;0;0.1667
335;2;0;0;1;0;1;0;35;0;0.1412
336;2;2;7;1;0;0;0;0;0;0.1412
337;2;1;1;1;0;0;0;0;0;0.1846
338;2;2;7;1;0;0;0;0;0;0.1412
339;2;3;7;1;0;0;0;0;0;0.1629
340;2;3;1;1;0;0;0;0;0;0.1412
341;2;3;2;1;0;0;0;0;0;0.1629
342;2;0;1;1;0;0;0;0;0;0.1629
343;2;2;1;1;0;0;0;0;0;0.1412
344;2;3;7;1;0;0;0;0;0;0.1629
345;2;2;1;1;0;0;0;0;0;0.1629
346;2;0;0;1;0;0;0;0;0;0.1629
347;2;3;1;1;0;0;0;0;0;0.152
348;2;1;1;1;0;0;0;0;0;0.1068
349;2;0;2;1;0;0;0;0;0;0.152
350;2;1;7;1;0;0;0;0;0;0.1585
351;2;2;1;1;0;0;0;0;0;0.1629
352;2;3;7;1;0;0;0;0;0;0.1629
353;2;1;1;1;2;1;0;34;1;0.1629
354;2;3;1;1;4;1;0;58;1;0.1629
355;2;1;1;1;3;1;0;29;0;0.1086
356;2;2;2;1;0;1;0;27;0;0.1412
357;2;3;1;1;1;1;0;44;0;0.1412
358;2;3;7;1;5;1;0;49;1;0.1407
359;2;2;1;1;4;1;0;27;1;0.1607
360;2;2;7;1;5;1;0;22;1;0.1412
361;4;3;2;2;6;1;1508;0;0;0.1846
362;4;1;1;2;6;1;1508;0;1;0.0977
363;4;3;1;2;6;1;1508;0;0;0.1412
364;4;2;1;2;6;1;1508;0;0;0.1303
365;4;2;1;2;7;1;1508;0;0;0.1303
366;4;1;1;2;6;1;1508;0;1;0.0676
367;4;2;2;2;5;1;1508;0;0;0.0271
368;4;1;1;2;6;1;1508;0;1;0.1846
369;4;1;2;2;3;1;1508;0;0;0.1211
370;4;1;1;2;7;1;1508;0;1;0.2172
371;4;1;1;2;6;1;1508;0;1;0.1574
372;4;2;2;2;5;1;1508;0;1;0.1246
373;4;1;2;2;5;1;1508;0;0;0.0977
374;4;3;1;2;6;1;1508;0;1;0.152
375;4;3;2;2;6;1;1508;0;1;0.152
376;4;1;1;2;7;1;1508;0;0;0.1303
377;4;1;1;2;6;1;1508;0;0;0.1303
378;4;2;2;2;7;1;1596;0;1;0.1846
379;4;3;2;2;5;1;1508;0;1;0.1846
380;4;2;1;2;6;1;1607;0;1;0.1249
381;4;1;2;2;7;1;1508;0;0;0.1954
382;4;1;2;2;6;1;1508;0;0;0.1769
383;4;1;1;2;5;1;1508;0;1;0.076
384;4;1;1;2;6;1;1508;0;0;0.171
385;4;1;1;2;5;1;1508;0;0;0.1303
386;4;1;1;2;2;1;1508;52;1;0.1669
387;4;1;2;2;5;1;1508;0;0;0.1194
388;4;1;1;2;7;1;1508;0;1;0.152
389;4;3;1;2;6;1;1508;0;1;0.1433
390;4;1;1;2;5;1;1508;0;0;0.076
391;4;1;2;2;3;1;1551;0;1;0.1124
392;4;1;1;2;5;1;1508;0;1;0.0699
393;4;1;1;2;5;1;1508;0;0;0.1466
394;4;1;1;2;6;1;1508;0;0;0.1303
395;4;1;2;2;5;1;1508;0;0;0.1457
396;4;2;2;2;7;1;1508;0;1;0.1629
397;4;1;2;2;5;1;1508;0;0;0.0821
398;4;1;5;2;4;1;1508;54;1;0.1717
399;4;1;1;2;5;1;1508;0;1;0.152
400;4;2;1;2;6;1;1508;33;1;0.1412
401;4;1;1;2;6;1;1508;0;0;0.1303
402;4;1;3;2;7;1;1591;0;0;0.1705
403;4;2;1;2;4;1;1508;0;0;0.1303
404;4;1;3;2;2;1;1508;0;1;0.0977
405;4;1;1;2;7;1;1508;0;0;0.1412
406;4;1;1;2;7;1;1508;0;1;0.0844
407;4;3;5;2;3;1;1508;0;0;0.1629
408;4;1;1;2;2;1;1508;25;1;0.1194
409;4;1;2;2;3;1;1508;0;0;0.1629
410;4;1;2;2;5;1;1508;0;0;0.076
411;4;1;1;2;5;1;1508;0;0;0.046
412;4;1;1;2;6;1;1508;0;0;0.046
413;4;3;1;2;7;1;1508;0;0;0.0977
414;4;2;2;2;2;1;1508;0;1;0.1086
415;4;1;2;2;6;1;1508;0;0;0.1303
416;4;1;2;2;5;1;1508;0;1;0.1315
417;4;2;2;2;7;1;1508;0;0;0.0543
418;4;1;1;2;6;1;1508;0;1;0.1412
419;4;1;2;2;2;1;1508;0;1;0.0516
420;4;3;5;2;2;1;1508;0;0;0.076
421;4;2;2;2;5;1;1508;30;1;0.1629
422;4;1;1;2;7;1;1508;0;1;0.0977
423;4;2;1;2;5;1;1508;0;1;0.1412
424;4;2;1;2;5;1;1508;33;0;0.076
425;4;1;1;2;5;1;1508;0;1;0.0581
426;4;1;1;2;6;1;1508;0;1;0.1151
427;4;3;2;2;5;1;1508;0;1;0.1303
428;4;2;1;2;2;1;1508;47;0;0.0543
429;4;1;2;2;5;1;1508;32;0;0.1031
430;4;1;2;2;5;1;1508;0;0;0.0977
431;4;1;1;2;5;1;1508;0;1;0.0719
432;4;1;1;2;6;1;1508;31;0;0.171
433;4;1;2;2;5;1;1508;0;0;0.1086
434;4;1;1;2;5;1;1508;0;1;0.0451
435;4;1;1;2;5;1;1508;0;0;0.1129
436;4;1;1;2;3;1;1508;0;0;0.046
437;4;1;1;2;4;1;1508;0;1;0.0494
438;4;3;1;2;5;1;1508;0;1;0.0977
439;4;2;7;2;4;1;1508;33;1;0.1303
440;4;1;2;2;6;1;1508;0;0;0.0543
441;4;1;3;2;6;1;1508;0;1;0.0869
442;4;1;1;2;5;1;1508;0;1;0.0869
443;4;3;2;2;5;1;1508;0;0;0.076
444;4;2;1;2;7;1;1508;0;0;0.1412
445;4;2;1;2;6;1;1508;0;0;0.0977
446;4;2;1;2;6;1;1508;0;0;0.1303
447;4;1;2;2;4;1;1508;0;1;0.0977
448;4;1;1;2;5;1;1629;40;0;0.126
449;4;1;2;2;5;1;1508;0;0;0.1303
450;4;1;1;2;4;1;1508;0;0;0.054
451;4;1;1;2;5;1;1508;0;1;0.0869
452;4;1;2;2;3;1;1508;0;0;0.1629
453;4;1;3;2;2;1;1508;57;0;0.063
454;4;1;1;2;6;1;1508;0;1;0.1629
455;4;3;1;2;5;1;1508;0;0;0.1086
456;4;3;1;2;5;1;1508;0;1;0.1412
457;4;1;1;2;5;1;1508;0;1;0.0977
458;4;1;2;2;5;1;1508;0;0;0.1954
459;4;1;1;2;4;1;1508;0;0;0.1466
460;4;1;1;2;6;1;1508;0;0;0.076
461;4;1;2;2;7;1;1508;0;0;0.0651
462;4;3;1;2;5;1;1508;0;1;0.1194
463;4;1;2;2;5;1;1508;0;0;0.0651
464;4;1;2;2;5;1;1508;0;0;0.1303
465;4;1;1;2;6;1;1508;0;0;0.0543
466;4;1;1;2;5;1;1508;0;1;0.1194
467;4;1;3;2;5;1;1508;0;0;0.0651
468;4;1;1;2;6;1;1467;0;1;0.1368
469;4;1;1;2;5;1;1508;0;1;0.0869
470;4;1;4;2;4;1;1508;0;0;0.1086
471;4;1;1;2;5;1;1508;0;0;0.0593
472;4;1;2;2;6;1;1508;0;0;0.0483
473;4;1;2;2;5;1;1508;0;1;0.1537
474;4;1;1;2;7;1;1508;0;1;0.1412
475;4;1;1;2;5;1;1508;0;1;0.0748
476;4;1;1;2;7;1;1508;0;0;0.0651
477;4;3;1;2;4;1;1508;33;1;0.0977
478;4;1;1;2;3;1;1508;0;0;0.0977
479;4;1;1;2;4;1;1508;0;1;0.1031
480;4;1;2;2;4;1;1508;0;0;0.0977
481;4;2;2;2;5;1;1508;34;1;0.1412
483;4;1;1;2;5;1;1508;0;1;0.0527
484;4;2;2;2;2;1;1508;35;1;0.1629
485;4;2;2;2;4;1;1508;0;0;0.046
486;4;1;1;2;5;1;1508;0;0;0.076
487;4;1;1;2;5;1;1508;0;0;0.0651
488;4;2;1;2;7;1;1508;0;0;0.1227
489;4;1;1;2;5;1;1591;0;0;0.076
490;4;1;2;2;6;1;1508;0;0;0.1611
491;4;3;1;2;5;1;1508;0;0;0.1303
492;4;2;1;2;6;1;1508;0;0;0.1846
493;4;3;1;2;4;1;1508;0;0;0.0923
494;4;1;1;2;4;1;1508;0;1;0.076
495;4;1;2;2;4;1;1508;0;1;0.076
496;4;3;1;2;5;1;1508;0;1;0.1629
497;4;2;1;2;5;1;1508;0;1;0.1629
498;4;1;1;2;6;1;1508;0;1;0.1412
499;4;1;1;2;5;1;1508;0;0;0.0977
500;4;1;2;2;5;1;1508;0;1;0.076
501;4;3;1;2;3;1;1508;41;0;0.1357
502;4;3;2;2;5;1;1508;0;0;0.1303
503;4;1;2;2;5;1;1508;0;1;0.0554
504;4;1;1;2;2;1;1508;28;1;0.1553
505;4;2;2;2;2;1;1508;0;1;0.076
506;4;1;1;2;5;1;1508;0;1;0.0977
507;4;1;1;2;5;1;1508;0;0;0.0597
508;4;1;1;2;7;1;1508;0;1;0.1346
509;4;3;5;2;4;1;1508;0;0;0.1303
510;4;3;2;2;5;1;1508;30;1;0.1194
511;4;1;1;2;6;1;1552;0;0;0.0543
512;4;3;5;2;2;1;1508;0;0;0.076
513;4;1;2;2;5;1;1508;0;0;0.1629
514;4;1;1;2;7;1;1508;0;0;0.1846
515;4;1;2;2;6;1;1508;32;1;0.1303
516;4;1;1;2;6;1;1508;0;0;0.1412
517;4;2;1;2;2;1;1508;29;1;0.1846
518;4;1;7;2;7;1;1563;35;0;0.2693
519;4;1;2;2;5;1;1508;0;1;0.0727
520;4;3;1;2;6;1;1508;0;0;0.0869
521;4;1;3;2;5;1;1508;44;0;0.1846
522;4;3;1;2;2;1;1508;37;1;0.1086
523;4;1;1;2;5;1;1508;0;0;0.1194
524;4;1;1;2;5;1;1508;0;1;0.0581
525;4;1;2;2;3;1;1508;0;1;0.152
526;4;1;1;2;3;1;1508;53;1;0.076
527;4;2;1;2;5;1;1508;0;0;0.046
528;4;1;2;2;6;1;1508;0;1;0.1629
529;4;1;1;2;5;1;1508;0;1;0.1629
530;4;1;2;2;7;1;1508;0;0;0.1194
531;4;1;1;2;7;1;1508;0;1;0.152
532;4;3;1;2;5;1;1508;0;1;0.0977
533;4;1;3;2;5;1;1508;0;0;0.046
534;4;2;1;2;2;1;1508;40;1;0.1303
535;4;1;1;2;5;1;1508;0;0;0.046
536;4;3;1;2;5;1;1508;40;1;0.139
537;4;1;1;2;5;1;1508;0;0;0.1086
538;4;2;2;2;5;1;1508;0;0;0.0434
539;4;3;2;2;7;1;1508;0;0;0.1194
540;4;1;1;2;6;1;1508;0;0;0.0651
541;4;1;1;2;5;1;1508;43;1;0.2106
542;4;1;1;2;5;1;1508;0;0;0.1303
543;4;1;2;2;2;1;1508;0;0;0.0476
544;4;1;1;2;5;1;1508;0;1;0.1086
545;4;1;3;2;5;1;1508;0;1;0.1846
546;4;1;1;2;2;1;1508;30;1;0.0674
547;4;1;1;2;3;1;1508;0;1;0.1412
548;4;1;1;2;3;1;1508;0;0;0.0478
549;4;1;1;2;5;1;1508;26;1;0.0489
550;4;3;1;2;5;1;1508;44;1;0.1631
551;4;3;1;2;5;1;1508;0;1;0.1303
552;4;3;3;2;2;1;1508;0;0;0.1303
